Size, Compilation, Type, Time
1000, "-O2", "Built-in", 0.000393
1000, "-O3", "Sequential", 0.000163
1000, "-O3", "Parallel", 0.112760
1000, "-O3", "Built-in", 0.000387
1000, "-O", "Sequential", 0.000204
1000, "-O", "Parallel", 0.110170
1000, "-O", "Built-in", 0.000401
1000, "-O2", "Sequential", 0.000176
1000, "-O2", "Parallel", 0.133156
1000, "-O2", "Built-in", 0.000403
1000, "-O3", "Sequential", 0.000153
1000, "-O3", "Parallel", 0.112894
1000, "-O3", "Built-in", 0.000402
1000, "-O", "Sequential", 0.000165
1000, "-O", "Parallel", 0.099999
1000, "-O", "Built-in", 0.000403
1000, "-O2", "Sequential", 0.000155
1000, "-O2", "Parallel", 0.088704
1000, "-O2", "Built-in", 0.000430
1000, "-O3", "Sequential", 0.000157
1000, "-O3", "Parallel", 0.130179
1000, "-O3", "Built-in", 0.000408
1000, "-O", "Sequential", 0.000149
1000, "-O", "Parallel", 0.123572
1000, "-O", "Built-in", 0.000403
1000, "-O2", "Sequential", 0.000152
1000, "-O2", "Parallel", 0.127625
1000, "-O2", "Built-in", 0.000412
1000, "-O3", "Sequential", 0.000149
1000, "-O3", "Parallel", 0.104257
1000, "-O3", "Built-in", 0.000412
1000, "-O", "Sequential", 0.000212
1000, "-O", "Parallel", 0.131153
1000, "-O", "Built-in", 0.000412
1000, "-O2", "Sequential", 0.000150
1000, "-O2", "Parallel", 0.108555
1000, "-O2", "Built-in", 0.000422
1000, "-O3", "Sequential", 0.000206
1000, "-O3", "Parallel", 0.141253
1000, "-O3", "Built-in", 0.000445
1000, "-O", "Sequential", 0.000146
1000, "-O", "Parallel", 0.089591
1000, "-O", "Built-in", 0.000409
1000, "-O2", "Sequential", 0.000146
1000, "-O2", "Parallel", 0.111008
1000, "-O2", "Built-in", 0.000406
1000, "-O3", "Sequential", 0.000146
1000, "-O3", "Parallel", 0.098426
1000, "-O3", "Built-in", 0.000412
1000, "-O", "Sequential", 0.000146
1000, "-O", "Parallel", 0.116576
1000, "-O", "Built-in", 0.000417
1000, "-O2", "Sequential", 0.000147
1000, "-O2", "Parallel", 0.080792
1000, "-O2", "Built-in", 0.000423
1000, "-O3", "Sequential", 0.000152
1000, "-O3", "Parallel", 0.155480
1000, "-O3", "Built-in", 0.000447
1000, "-O", "Sequential", 0.000151
1000, "-O", "Parallel", 0.113623
1000, "-O", "Built-in", 0.000419
1000, "-O2", "Sequential", 0.000153
1000, "-O2", "Parallel", 0.160894
1000, "-O2", "Built-in", 0.000421
1000, "-O3", "Sequential", 0.000183
1000, "-O3", "Parallel", 0.125081
1000, "-O3", "Built-in", 0.000420
1000, "-O", "Sequential", 0.000154
1000, "-O", "Parallel", 0.121916
1000, "-O", "Built-in", 0.000424
1000, "-O2", "Sequential", 0.000151
1000, "-O2", "Parallel", 0.155534
1000, "-O2", "Built-in", 0.000431
1000, "-O3", "Sequential", 0.000151
1000, "-O3", "Parallel", 0.120800
1000, "-O3", "Built-in", 0.000426
2500000, "-O", "Sequential", 0.747221
2500000, "-O", "Parallel", 0.658147
2500000, "-O", "Built-in", 0.749271
2500000, "-O2", "Sequential", 0.756723
2500000, "-O2", "Parallel", 0.661654
2500000, "-O2", "Built-in", 0.750293
2500000, "-O3", "Sequential", 0.752254
2500000, "-O3", "Parallel", 0.643937
2500000, "-O3", "Built-in", 0.749149
2500000, "-O", "Sequential", 0.744637
2500000, "-O", "Parallel", 0.722490
2500000, "-O", "Built-in", 0.756708
2500000, "-O2", "Sequential", 0.737667
2500000, "-O2", "Parallel", 0.649271
2500000, "-O2", "Built-in", 0.749939
2500000, "-O3", "Sequential", 0.760227
2500000, "-O3", "Parallel", 0.689451
2500000, "-O3", "Built-in", 0.749268
2500000, "-O", "Sequential", 0.765609
2500000, "-O", "Parallel", 0.711342
2500000, "-O", "Built-in", 0.753102
2500000, "-O2", "Sequential", 0.748679
2500000, "-O2", "Parallel", 0.612243
2500000, "-O2", "Built-in", 0.754553
2500000, "-O3", "Sequential", 0.763260
2500000, "-O3", "Parallel", 0.684959
2500000, "-O3", "Built-in", 0.750013
2500000, "-O", "Sequential", 0.749866
2500000, "-O", "Parallel", 0.676585
2500000, "-O", "Built-in", 0.750279
2500000, "-O2", "Sequential", 0.749957
2500000, "-O2", "Parallel", 0.714789
2500000, "-O2", "Built-in", 0.752307
2500000, "-O3", "Sequential", 0.755893
2500000, "-O3", "Parallel", 0.640479
2500000, "-O3", "Built-in", 0.751218
2500000, "-O", "Sequential", 0.756900
2500000, "-O", "Parallel", 0.639286
2500000, "-O", "Built-in", 0.749364
2500000, "-O2", "Sequential", 0.748728
2500000, "-O2", "Parallel", 0.660277
2500000, "-O2", "Built-in", 0.756269
2500000, "-O3", "Sequential", 0.774291
2500000, "-O3", "Parallel", 0.644987
2500000, "-O3", "Built-in", 0.750143
2500000, "-O", "Sequential", 0.750870
2500000, "-O", "Parallel", 0.602226
2500000, "-O", "Built-in", 0.766896
2500000, "-O2", "Sequential", 0.757453
2500000, "-O2", "Parallel", 0.659354
2500000, "-O2", "Built-in", 0.748568
2500000, "-O3", "Sequential", 0.771169
2500000, "-O3", "Parallel", 0.693347
2500000, "-O3", "Built-in", 0.751167
2500000, "-O", "Sequential", 0.744863
2500000, "-O", "Parallel", 0.678206
2500000, "-O", "Built-in", 0.747830
2500000, "-O2", "Sequential", 0.763275
2500000, "-O2", "Parallel", 0.662637
2500000, "-O2", "Built-in", 0.752203
2500000, "-O3", "Sequential", 0.741399
2500000, "-O3", "Parallel", 0.773410
2500000, "-O3", "Built-in", 0.750000
2500000, "-O", "Sequential", 0.756919
2500000, "-O", "Parallel", 0.638321
2500000, "-O", "Built-in", 0.747122
2500000, "-O2", "Sequential", 0.776971
2500000, "-O2", "Parallel", 0.635109
2500000, "-O2", "Built-in", 0.756538
2500000, "-O3", "Sequential", 0.751442
2500000, "-O3", "Parallel", 0.641427
2500000, "-O3", "Built-in", 0.750482
2500000, "-O", "Sequential", 0.746686
2500000, "-O", "Parallel", 0.645524
2500000, "-O", "Built-in", 0.757381
2500000, "-O2", "Sequential", 0.764696
2500000, "-O2", "Parallel", 0.642235
2500000, "-O2", "Built-in", 0.752361
2500000, "-O3", "Sequential", 0.749560
2500000, "-O3", "Parallel", 0.689151
2500000, "-O3", "Built-in", 0.749584
2500000, "-O", "Sequential", 0.740026
2500000, "-O", "Parallel", 0.674255
2500000, "-O", "Built-in", 0.749457
2500000, "-O2", "Sequential", 0.751724
2500000, "-O2", "Parallel", 0.706335
2500000, "-O2", "Built-in", 0.758171
2500000, "-O3", "Sequential", 0.735388
2500000, "-O3", "Parallel", 0.633968
2500000, "-O3", "Built-in", 0.751236
10000, "-O", "Sequential", 0.001981
10000, "-O", "Parallel", 0.269342
10000, "-O", "Built-in", 0.002140
10000, "-O2", "Sequential", 0.001924
10000, "-O2", "Parallel", 0.208184
10000, "-O2", "Built-in", 0.002154
10000, "-O3", "Sequential", 0.002099
10000, "-O3", "Parallel", 0.233994
10000, "-O3", "Built-in", 0.002148
10000, "-O", "Sequential", 0.002008
10000, "-O", "Parallel", 0.265254
10000, "-O", "Built-in", 0.002151
10000, "-O2", "Sequential", 0.002052
10000, "-O2", "Parallel", 0.221071
10000, "-O2", "Built-in", 0.002162
10000, "-O3", "Sequential", 0.001933
10000, "-O3", "Parallel", 0.261430
10000, "-O3", "Built-in", 0.002178
10000, "-O", "Sequential", 0.001943
10000, "-O", "Parallel", 0.208172
10000, "-O", "Built-in", 0.002196
10000, "-O2", "Sequential", 0.002070
10000, "-O2", "Parallel", 0.204656
10000, "-O2", "Built-in", 0.002150
10000, "-O3", "Sequential", 0.001967
10000, "-O3", "Parallel", 0.210258
10000, "-O3", "Built-in", 0.002201
10000, "-O", "Sequential", 0.001918
10000, "-O", "Parallel", 0.204262
10000, "-O", "Built-in", 0.002212
10000, "-O2", "Sequential", 0.001944
10000, "-O2", "Parallel", 0.260276
10000, "-O2", "Built-in", 0.002207
10000, "-O3", "Sequential", 0.002025
10000, "-O3", "Parallel", 0.257849
10000, "-O3", "Built-in", 0.002189
10000, "-O", "Sequential", 0.002341
10000, "-O", "Parallel", 0.214754
10000, "-O", "Built-in", 0.002627
10000, "-O2", "Sequential", 0.002468
10000, "-O2", "Parallel", 0.285150
10000, "-O2", "Built-in", 0.002203
10000, "-O3", "Sequential", 0.002032
10000, "-O3", "Parallel", 0.213136
10000, "-O3", "Built-in", 0.002185
10000, "-O", "Sequential", 0.002165
10000, "-O", "Parallel", 0.171052
10000, "-O", "Built-in", 0.002173
10000, "-O2", "Sequential", 0.001936
10000, "-O2", "Parallel", 0.248580
10000, "-O2", "Built-in", 0.002193
10000, "-O3", "Sequential", 0.002050
10000, "-O3", "Parallel", 0.276287
10000, "-O3", "Built-in", 0.002401
10000, "-O", "Sequential", 0.002012
10000, "-O", "Parallel", 0.223660
10000, "-O", "Built-in", 0.002193
10000, "-O2", "Sequential", 0.002044
10000, "-O2", "Parallel", 0.211300
10000, "-O2", "Built-in", 0.002211
10000, "-O3", "Sequential", 0.001955
10000, "-O3", "Parallel", 0.192550
10000, "-O3", "Built-in", 0.002240
10000, "-O", "Sequential", 0.001911
10000, "-O", "Parallel", 0.226345
10000, "-O", "Built-in", 0.002286
10000, "-O2", "Sequential", 0.002017
10000, "-O2", "Parallel", 0.186512
10000, "-O2", "Built-in", 0.002192
10000, "-O3", "Sequential", 0.002074
10000, "-O3", "Parallel", 0.229284
10000, "-O3", "Built-in", 0.002187
10000, "-O", "Sequential", 0.001966
10000, "-O", "Parallel", 0.234823
10000, "-O", "Built-in", 0.002204
10000, "-O2", "Sequential", 0.001882
10000, "-O2", "Parallel", 0.246876
10000, "-O2", "Built-in", 0.002217
10000, "-O3", "Sequential", 0.001987
10000, "-O3", "Parallel", 0.178591
10000, "-O3", "Built-in", 0.002206
10000, "-O", "Sequential", 0.001971
10000, "-O", "Parallel", 0.218562
10000, "-O", "Built-in", 0.002196
10000, "-O2", "Sequential", 0.002054
10000, "-O2", "Parallel", 0.209046
10000, "-O2", "Built-in", 0.002224
10000, "-O3", "Sequential", 0.002172
10000, "-O3", "Parallel", 0.188115
10000, "-O3", "Built-in", 0.002256
100, "-O", "Sequential", 0.000012
100, "-O", "Parallel", 0.026111
100, "-O", "Built-in", 0.000017
100, "-O2", "Sequential", 0.000011
100, "-O2", "Parallel", 0.028351
100, "-O2", "Built-in", 0.000015
100, "-O3", "Sequential", 0.000013
100, "-O3", "Parallel", 0.026839
100, "-O3", "Built-in", 0.000016
100, "-O", "Sequential", 0.000013
100, "-O", "Parallel", 0.033465
100, "-O", "Built-in", 0.000015
100, "-O2", "Sequential", 0.000012
100, "-O2", "Parallel", 0.032654
100, "-O2", "Built-in", 0.000015
100, "-O3", "Sequential", 0.000013
100, "-O3", "Parallel", 0.029661
100, "-O3", "Built-in", 0.000017
100, "-O", "Sequential", 0.000012
100, "-O", "Parallel", 0.029722
100, "-O", "Built-in", 0.000016
100, "-O2", "Sequential", 0.000012
100, "-O2", "Parallel", 0.033307
100, "-O2", "Built-in", 0.000016
100, "-O3", "Sequential", 0.000012
100, "-O3", "Parallel", 0.025682
100, "-O3", "Built-in", 0.000016
100, "-O", "Sequential", 0.000012
100, "-O", "Parallel", 0.029610
100, "-O", "Built-in", 0.000016
100, "-O2", "Sequential", 0.000012
100, "-O2", "Parallel", 0.032252
100, "-O2", "Built-in", 0.000015
100, "-O3", "Sequential", 0.000012
100, "-O3", "Parallel", 0.038353
100, "-O3", "Built-in", 0.000016
100, "-O", "Sequential", 0.000011
100, "-O", "Parallel", 0.047649
100, "-O", "Built-in", 0.000015
100, "-O2", "Sequential", 0.000012
100, "-O2", "Parallel", 0.034909
100, "-O2", "Built-in", 0.000016
100, "-O3", "Sequential", 0.000012
100, "-O3", "Parallel", 0.025633
100, "-O3", "Built-in", 0.000015
100, "-O", "Sequential", 0.000011
100, "-O", "Parallel", 0.033409
100, "-O", "Built-in", 0.000016
100, "-O2", "Sequential", 0.000011
100, "-O2", "Parallel", 0.032708
100, "-O2", "Built-in", 0.000015
100, "-O3", "Sequential", 0.000012
100, "-O3", "Parallel", 0.035714
100, "-O3", "Built-in", 0.000014
100, "-O", "Sequential", 0.000014
100, "-O", "Parallel", 0.030471
100, "-O", "Built-in", 0.000015
100, "-O2", "Sequential", 0.000011
100, "-O2", "Parallel", 0.032427
100, "-O2", "Built-in", 0.000015
100, "-O3", "Sequential", 0.000013
100, "-O3", "Parallel", 0.028209
100, "-O3", "Built-in", 0.000016
100, "-O", "Sequential", 0.000012
100, "-O", "Parallel", 0.046962
100, "-O", "Built-in", 0.000017
100, "-O2", "Sequential", 0.000011
100, "-O2", "Parallel", 0.024131
100, "-O2", "Built-in", 0.000017
100, "-O3", "Sequential", 0.000011
100, "-O3", "Parallel", 0.020888
100, "-O3", "Built-in", 0.000015
100, "-O", "Sequential", 0.000011
100, "-O", "Parallel", 0.022320
100, "-O", "Built-in", 0.000016
100, "-O2", "Sequential", 0.000011
100, "-O2", "Parallel", 0.022543
100, "-O2", "Built-in", 0.000016
100, "-O3", "Sequential", 0.000013
100, "-O3", "Parallel", 0.017265
100, "-O3", "Built-in", 0.000016
100, "-O", "Sequential", 0.000013
100, "-O", "Parallel", 0.020233
100, "-O", "Built-in", 0.000015
100, "-O2", "Sequential", 0.000012
100, "-O2", "Parallel", 0.023798
100, "-O2", "Built-in", 0.000015
100, "-O3", "Sequential", 0.000013
100, "-O3", "Parallel", 0.022461
100, "-O3", "Built-in", 0.000015
5000, "-O", "Sequential", 0.000970
5000, "-O", "Parallel", 0.234065
5000, "-O", "Built-in", 0.001206
5000, "-O2", "Sequential", 0.001058
5000, "-O2", "Parallel", 0.175314
5000, "-O2", "Built-in", 0.001177
5000, "-O3", "Sequential", 0.000986
5000, "-O3", "Parallel", 0.202429
5000, "-O3", "Built-in", 0.001165
5000, "-O", "Sequential", 0.001033
5000, "-O", "Parallel", 0.198863
5000, "-O", "Built-in", 0.001161
5000, "-O2", "Sequential", 0.000913
5000, "-O2", "Parallel", 0.177773
5000, "-O2", "Built-in", 0.001176
5000, "-O3", "Sequential", 0.000961
5000, "-O3", "Parallel", 0.215174
5000, "-O3", "Built-in", 0.001204
5000, "-O", "Sequential", 0.000928
5000, "-O", "Parallel", 0.222248
5000, "-O", "Built-in", 0.001206
5000, "-O2", "Sequential", 0.000974
5000, "-O2", "Parallel", 0.161579
5000, "-O2", "Built-in", 0.001182
5000, "-O3", "Sequential", 0.000887
5000, "-O3", "Parallel", 0.178267
5000, "-O3", "Built-in", 0.001174
5000, "-O", "Sequential", 0.001226
5000, "-O", "Parallel", 0.202126
5000, "-O", "Built-in", 0.001181
5000, "-O2", "Sequential", 0.000948
5000, "-O2", "Parallel", 0.182808
5000, "-O2", "Built-in", 0.001171
5000, "-O3", "Sequential", 0.000888
5000, "-O3", "Parallel", 0.208743
5000, "-O3", "Built-in", 0.001183
5000, "-O", "Sequential", 0.000876
5000, "-O", "Parallel", 0.201967
5000, "-O", "Built-in", 0.001174
5000, "-O2", "Sequential", 0.000917
5000, "-O2", "Parallel", 0.160481
5000, "-O2", "Built-in", 0.001202
5000, "-O3", "Sequential", 0.000864
5000, "-O3", "Parallel", 0.206978
5000, "-O3", "Built-in", 0.001180
5000, "-O", "Sequential", 0.000868
5000, "-O", "Parallel", 0.190531
5000, "-O", "Built-in", 0.001191
5000, "-O2", "Sequential", 0.000951
5000, "-O2", "Parallel", 0.198304
5000, "-O2", "Built-in", 0.001180
5000, "-O3", "Sequential", 0.001041
5000, "-O3", "Parallel", 0.203921
5000, "-O3", "Built-in", 0.001190
5000, "-O", "Sequential", 0.000978
5000, "-O", "Parallel", 0.166710
5000, "-O", "Built-in", 0.001181
5000, "-O2", "Sequential", 0.000940
5000, "-O2", "Parallel", 0.208567
5000, "-O2", "Built-in", 0.001186
5000, "-O3", "Sequential", 0.001002
5000, "-O3", "Parallel", 0.218447
5000, "-O3", "Built-in", 0.001189
5000, "-O", "Sequential", 0.000967
5000, "-O", "Parallel", 0.193051
5000, "-O", "Built-in", 0.001194
5000, "-O2", "Sequential", 0.001015
5000, "-O2", "Parallel", 0.195226
5000, "-O2", "Built-in", 0.001194
5000, "-O3", "Sequential", 0.000976
5000, "-O3", "Parallel", 0.148512
5000, "-O3", "Built-in", 0.001191
5000, "-O", "Sequential", 0.000913
5000, "-O", "Parallel", 0.169410
5000, "-O", "Built-in", 0.001203
5000, "-O2", "Sequential", 0.000983
5000, "-O2", "Parallel", 0.172198
5000, "-O2", "Built-in", 0.001194
5000, "-O3", "Sequential", 0.000898
5000, "-O3", "Parallel", 0.140324
5000, "-O3", "Built-in", 0.001201
5000, "-O", "Sequential", 0.000975
5000, "-O", "Parallel", 0.205804
5000, "-O", "Built-in", 0.001193
5000, "-O2", "Sequential", 0.000886
5000, "-O2", "Parallel", 0.192521
5000, "-O2", "Built-in", 0.001200
5000, "-O3", "Sequential", 0.000966
5000, "-O3", "Parallel", 0.213775
5000, "-O3", "Built-in", 0.001225
1000000, "-O", "Sequential", 0.285056
1000000, "-O", "Parallel", 0.448154
1000000, "-O", "Built-in", 0.285976
1000000, "-O2", "Sequential", 0.293224
1000000, "-O2", "Parallel", 0.405245
1000000, "-O2", "Built-in", 0.280872
1000000, "-O3", "Sequential", 0.283670
1000000, "-O3", "Parallel", 0.401625
1000000, "-O3", "Built-in", 0.281406
1000000, "-O", "Sequential", 0.279733
1000000, "-O", "Parallel", 0.324637
1000000, "-O", "Built-in", 0.280377
1000000, "-O2", "Sequential", 0.287454
1000000, "-O2", "Parallel", 0.319791
1000000, "-O2", "Built-in", 0.280283
1000000, "-O3", "Sequential", 0.287511
1000000, "-O3", "Parallel", 0.340988
1000000, "-O3", "Built-in", 0.291071
1000000, "-O", "Sequential", 0.287571
1000000, "-O", "Parallel", 0.336662
1000000, "-O", "Built-in", 0.283865
1000000, "-O2", "Sequential", 0.289624
1000000, "-O2", "Parallel", 0.382743
1000000, "-O2", "Built-in", 0.283131
1000000, "-O3", "Sequential", 0.295405
1000000, "-O3", "Parallel", 0.406839
1000000, "-O3", "Built-in", 0.283010
1000000, "-O", "Sequential", 0.301118
1000000, "-O", "Parallel", 0.363496
1000000, "-O", "Built-in", 0.316956
1000000, "-O2", "Sequential", 0.289839
1000000, "-O2", "Parallel", 0.368147
1000000, "-O2", "Built-in", 0.281856
1000000, "-O3", "Sequential", 0.288743
1000000, "-O3", "Parallel", 0.409143
1000000, "-O3", "Built-in", 0.282541
1000000, "-O", "Sequential", 0.278958
1000000, "-O", "Parallel", 0.382618
1000000, "-O", "Built-in", 0.280480
1000000, "-O2", "Sequential", 0.281835
1000000, "-O2", "Parallel", 0.404354
1000000, "-O2", "Built-in", 0.290094
1000000, "-O3", "Sequential", 0.291199
1000000, "-O3", "Parallel", 0.354020
1000000, "-O3", "Built-in", 0.282447
1000000, "-O", "Sequential", 0.288301
1000000, "-O", "Parallel", 0.368853
1000000, "-O", "Built-in", 0.282715
1000000, "-O2", "Sequential", 0.277987
1000000, "-O2", "Parallel", 0.393414
1000000, "-O2", "Built-in", 0.281869
1000000, "-O3", "Sequential", 0.291112
1000000, "-O3", "Parallel", 0.359615
1000000, "-O3", "Built-in", 0.282904
1000000, "-O", "Sequential", 0.289986
1000000, "-O", "Parallel", 0.391681
1000000, "-O", "Built-in", 0.286161
1000000, "-O2", "Sequential", 0.287116
1000000, "-O2", "Parallel", 0.397840
1000000, "-O2", "Built-in", 0.283624
1000000, "-O3", "Sequential", 0.285757
1000000, "-O3", "Parallel", 0.405484
1000000, "-O3", "Built-in", 0.280419
1000000, "-O", "Sequential", 0.282131
1000000, "-O", "Parallel", 0.361522
1000000, "-O", "Built-in", 0.279897
1000000, "-O2", "Sequential", 0.289342
1000000, "-O2", "Parallel", 0.373787
1000000, "-O2", "Built-in", 0.284064
1000000, "-O3", "Sequential", 0.282195
1000000, "-O3", "Parallel", 0.379406
1000000, "-O3", "Built-in", 0.281590
1000000, "-O", "Sequential", 0.279695
1000000, "-O", "Parallel", 0.383410
1000000, "-O", "Built-in", 0.282044
1000000, "-O2", "Sequential", 0.283114
1000000, "-O2", "Parallel", 0.362227
1000000, "-O2", "Built-in", 0.281498
1000000, "-O3", "Sequential", 0.287801
1000000, "-O3", "Parallel", 0.359711
1000000, "-O3", "Built-in", 0.285715
1000000, "-O", "Sequential", 0.283171
1000000, "-O", "Parallel", 0.422252
1000000, "-O", "Built-in", 0.282098
1000000, "-O2", "Sequential", 0.279014
1000000, "-O2", "Parallel", 0.354683
1000000, "-O2", "Built-in", 0.280169
1000000, "-O3", "Sequential", 0.290249
1000000, "-O3", "Parallel", 0.400399
1000000, "-O3", "Built-in", 0.283773
800, "-O", "Sequential", 0.000116
800, "-O", "Parallel", 0.089089
800, "-O", "Built-in", 0.000220
800, "-O2", "Sequential", 0.000115
800, "-O2", "Parallel", 0.065863
800, "-O2", "Built-in", 0.000220
800, "-O3", "Sequential", 0.000115
800, "-O3", "Parallel", 0.080019
800, "-O3", "Built-in", 0.000241
800, "-O", "Sequential", 0.000125
800, "-O", "Parallel", 0.125832
800, "-O", "Built-in", 0.000224
800, "-O2", "Sequential", 0.000126
800, "-O2", "Parallel", 0.118881
800, "-O2", "Built-in", 0.000223
800, "-O3", "Sequential", 0.000134
800, "-O3", "Parallel", 0.127753
800, "-O3", "Built-in", 0.000224
800, "-O", "Sequential", 0.000165
800, "-O", "Parallel", 0.130488
800, "-O", "Built-in", 0.000229
800, "-O2", "Sequential", 0.000122
800, "-O2", "Parallel", 0.107716
800, "-O2", "Built-in", 0.000230
800, "-O3", "Sequential", 0.000114
800, "-O3", "Parallel", 0.094377
800, "-O3", "Built-in", 0.000225
800, "-O", "Sequential", 0.000115
800, "-O", "Parallel", 0.113194
800, "-O", "Built-in", 0.000236
800, "-O2", "Sequential", 0.000114
800, "-O2", "Parallel", 0.103035
800, "-O2", "Built-in", 0.000233
800, "-O3", "Sequential", 0.000123
800, "-O3", "Parallel", 0.092391
800, "-O3", "Built-in", 0.000225
800, "-O", "Sequential", 0.000127
800, "-O", "Parallel", 0.116272
800, "-O", "Built-in", 0.000232
800, "-O2", "Sequential", 0.000115
800, "-O2", "Parallel", 0.082776
800, "-O2", "Built-in", 0.000240
800, "-O3", "Sequential", 0.000132
800, "-O3", "Parallel", 0.119591
800, "-O3", "Built-in", 0.000237
800, "-O", "Sequential", 0.000121
800, "-O", "Parallel", 0.102596
800, "-O", "Built-in", 0.000241
800, "-O2", "Sequential", 0.000123
800, "-O2", "Parallel", 0.104428
800, "-O2", "Built-in", 0.000235
800, "-O3", "Sequential", 0.000124
800, "-O3", "Parallel", 0.113980
